name,nationality,sport
Marcelo Elgarten,,Volleyball player
Maria Neculiţă,Romania,Gymnast
Marieke Westerhof,,Rower
Jan Schäfer,Germany,Canoe racer
Jani Sievinen,Finland,Swimmer
Janice Bremner,,Synchronized swimmer
Janne Lahtela,,Freestyle skier
Jukka Hentunen,Finland,Ice hockey player
Julio César Enciso,Paraguay,footballer
Barbara Niedernhuber,,Luger
Beatrix Balogh,Hungary,Hungarian handball player
Beckie Scott,,Cross-country skier
Belem Guerrero,Mexico,Mexican track cyclist
Aneta Szczepańska,Poland,Polish judoka
Anton Shantyr,Hungary,Russian racing cyclist
Ariel Ortega,Argentina,Argentine footballer
Ariel Pestano,,Baseball player
Arkadiusz Onyszko,Poland,Polish footballer
Armin Zöggeler,Italy,Luger
Ole Einar Bjørndalen,Norway,Norwegian biathlete and Olympian
Olga Melnik,Russia,Russian biathlete
Pablo Cavallero,Argentina,Argentine footballer
Paola Vukojicic,,Field hockey player
Raimkul Malakhbekov,Soviet Union,Boxer
Raphaël Poirée,France,French biathlete
René Sommerfeldt,Germany,Cross-country skier
Pietro Piller Cottrer,,Cross-country skier
Aleksandr Kostoglod,,Canoe racer
Alexander Symonenko,Ukraine,Track cyclist
Alexandr Zubkov,Russia,Bobsledder
Richard Richardsson,,Snowboarder
Robert Jahrling,Germany,Rower
Roberto Chiacig,Italy,Italian basketball player
Sven Hannawald,Germany,German footballer
Tânia Maria Pereira Ribeiro,,Association football player
Tünde Szabó,Hungary,Swimmer
Tadahito Iguchi,Japan,Baseball player
Tao Luna,,Sport shooter
Teemu Salo,,Curler
Deborah Gravenstijn,,Judoka
George Leonchuk,,Sailor
Georgia Ellinaki,,Water polo player
Gete Wami,Ethiopia,Ethiopian long-distance runner
Gilles Bosquet,France,Rower
Miya Tachibana,,Synchronized swimmer
Nadine Ernsting-Krienke,,Field hockey player
Nataliya Burdeyna,,Archer
Bernard Lagat,Kenya,Kenyan-born track runner competing for United States
Blaine Wilson,United States,Former American gymnast
Brian Martin (luger),United States,American luger
Brooke Wilkins,,Softball player
Vera Ilyina,,Diver
Veronica Brenner,,Freestyle skier
Vigor Bovolenta,Italy,Volleyball player
Viktors Ščerbatihs,,Weightlifter
Vitaliy Makarov,Russia,Judoka
Jefferson Pérez,Ecuador,Ecuadorian race walking athlete
Jill Henneberg,United States,American equestrian
Alvin Harrison,,Athletics (sport) competitor sprinter 400 metres runner
Anderson Rodrigues (volleyball),,Volleyball player
Andreas Larsson,Sweden,Handball player
Andrejus Zadneprovskis,Lithuania,Lithuanian modern pentathlete
Leila Sobral,,Basketball player
Liu Ying (footballer),,Association footballer
Liv Grete Skjelbreid Poirée,Norway,Norwegian biathlete
Lorenzo Aragón,Cuba,Boxer
Fan Bin,China,A retired Chinese Olympic gymnast
Florian Rousseau,France,Cyclist and coach
Martin Höllwarth,,Ski jumper
Masao Morinaka,,Baseball player
Mathieu Gourdain,France,Fencer
Maurice Greene (athlete),United States,America athlete Olympic medalist
Nikola Kuljača,,Water polo player
Hezekiél Sepeng,,Athletics (sport) competitor
Hicham El Guerrouj,Morocco,Moroccan former middle distance runner
Hiroko Tamoto,,Olympic softball player
Hiroyasu Shimizu,,Speed skater
Hugo Morales,Argentina,Argentine footballer
Claudio López (footballer),Argentina,Argentine footballer
Saku Koivu,Finland,Finnish ice hockey player
Sami Salo,Finland,Ice hockey player
Sandra Völker,Germany,Swimmer
Savatheda Fynes,,Athletics (sport) competitor
Camilla Martin,,Badminton player
Carlos Honorato,,Judoka
Chad Carvin,United States,American swimmer Olympics silver medalist
Wendy Houvenaghel,Ireland,British racing cyclist
Wille Mäkelä,Finland,Curler
Courtney Johnson (water polo),,Water polo player
Cyril Julian,,Basketball player
Damir Glavan,,Water polo player
Daniel Burke (rower),Australia,Olympic medalist in rowing
Kari Traa,,Freestyle skier
Kathy McCormack,Canada,Ice hockey player
Kim Hyun-Ok,,Handball player
Kim Rang,,Handball player
Isolde Kostner,Italy,Alpine skier
Elizaveta Tishchenko,Ukraine,Volleyball player
Eriel Sánchez,,Baseball player
Ester Workel,Netherlands,Dutch rower
Thomas Johansson,Sweden,Swedish tennis player
Tim Montgomery,United States,Athletics (sport) competitor
Tomáš Karas,Czech Republic,Olympic rower
Tom Dolan,United States,American swimmer Olympic gold medalist former world record-holder
Luigi Mastrangelo,Italy,Volleyball player
Magnus Petersson,,Archer
Malin Baryard-Johnsson,,Equestrian
Gunilla Andersson,Sweden,Swedish ice hockey player
Gustavo Endres,Brazil,Volleyball player
Guus Vogels,,Field hockey player
Xie Huilin,China,Chinese footballer
Yevgeniya Artamonova,Russia,Volleyball player
Yu Zhuocheng,China,Olympic diver
Fredrik Bekken,,Rower
Gabriela Szabo,,Athletics (sport) competitor
Geert-Jan Derksen,,Rower
Denis Marconato,Italy,Professional basketball player
Denis Pimankov,Russia,Swimmer
Dmitri Stratan,Ukraine,Water polo player
Roxana Maracineanu,France,French swimmer
Roxana Scarlat,Romania,Fencer
Rudolf Kraj,Czech Republic,Boxer
Ryan Bailey (water polo),,United States water polo player
Ryoko Tani,Japan,Judoka
Sérgio Santos,Brazil,Brazilian volleyball player
Michael Walchhofer,Austria,Austrian Alpine skier
Mirela Paşca,Romania,Gymnast
Serafim Barzakov,,Olympic wrestler
Sergey Filimonov,,Weightlifter
Sergey Tetyukhin,Soviet Union,Volleyball player
Sergiy Matveyev,Ukraine,Road bicycle racer
Shen Jian,,Olympic gymnast
Sigfús Sigurðsson,,Handball player
Silvia Andrea Santos Luz,,Basketball player
Simon Whitfield,United States,Triathlete
Stefan Ulm,,Canoe racer
Steffen Størseth,,Rower
Steven Elm,,Speed skater
Kong Linghui,China,Table tennis player
Kristi Harrower,Australia,Basketball player
Krisztina Pigniczki,Hungary,Hungarian handball player
Kwag Hye-Jeong,,Handball player
Laura Berg,,Softball player
Laure Pequegnot,Alps,Alpine skier
Le Jingyi,China,Swimmer
Ledis Balceiro,,Canoe racer
Marian Simion,,Boxer
Mariela Antoniska,,Field hockey player
Marius Urzică,,Gymnast
James Beckford (athlete),Jamaica,Jamaican long and triple jumper
Jamie Langenbrunner,United States,American ice hockey player
Jan Bos,Netherlands,Dutch speed skater and racing cyclist
Jarkko Ruutu,Finland,Ice hockey player
Jason Lezak,United States,American international swimmer Olympic gold medalist
Jason Parker (speed skater),Canada,Speed skater
Dyana Calub,Australia,Australian swimmer
Ekaterini Thanou,Greece,Greek sprint athlete
Kalle Kiiskinen,,Curler
Ayelén Stepnik,Argentina,Field hockey player
Becky Kellar-Duke,Canada,Ice hockey player
Angeliki Karapataki,,Water polo player
Ann-Louise Edstrand,Sweden,Swedish ice hockey player
Anne Montminy,,Diver
Ara Abrahamian,Soviet Union,Swedish Greco-Roman wrestler
Oksana Chusovitina,Soviet Union,Gymnast
Olabisi Afolabi,,Athletics (sport) competitor
Rafael Trujillo (sailor),,Sailor
Renate Götschl,Austria,Austrian alpine skier
Ricardo Santos,Brazil,Volleyball player
Petria Thomas,Australia,Swimmer
Pretinha,Brazil,Association football player
Aleksandr Gerasimov (volleyball),Russia,Russian volleyball player
Aleksandr Vladimirovich Kovalyov,,Canoe racer
Risto Jussilainen,Finland,Finnish ski jumper
Robert Andrzejuk,Poland,Polish fencer
Robyn Ah Mow-Santos,United States,Volleyball player
Sultan Ibragimov,Soviet Union,Boxer
Susanthika Jayasinghe,,Athletics (sport) competitor
Sylvie Becaert,France,French biathlete
Taeko Ishikawa,,Olympic softball player
Tapio Nurmela,Finland,Finnish Nordic combined skier
Tatiana Goldobina,,Sport shooter
Tatiana Grigorieva,Soviet Union,Australian pole vaulter
Tatyana Tomashova,Russia,Russian middle distance runner
Tayna Lawrence,,Athletics (sport) competitor
Evangelia Moraitidou,,Water polo player
Daniel Kowalski,Singapore,Swimmer
Danyon Loader,New Zealand,Swimmer
Dejan Savić,Serbia,Water polo player
Giacomo Galanda,Italy,Basketball player
Gianluca Basile,Italy,Italian professional basketball player
Mohamed Aly,,Boxer
Nadine Kleinert,Germany,German shot putter
Natalia Paderina,,Sport shooter
Natalie Titcume,,Softball player
Natalie Ward,,Softball player
Vasilij Žbogar,Slovenia,Slovenia sports sailor
Jeremy Linn,United States,American swimmer Olympic gold medalist
Allison Mleczko,United States,American ice hockey player
André Heller (volleyball),,Volleyball player
Andreas Wels,Germany,Diver
Lee Sang-Eun,,Olympic handball player of South Korea
Li Ching,China,Table tennis player
Li Jiajun,,Short track speed skater
Fan Hongbin,,Olympic gymnast
Faustino Reyes,,Boxer
Frédérique Jossinet,,Judoka
Frank Busemann,Germany,German hurdler
Matteo Soragna,,Basketball player
Mauricio Pineda,Argentina,Argentine footballer
Mercedes Margalot,,Field hockey player
Nathan Baggaley,,Canoe racer
Nestor Khergiani,,Judoka
Nikki Ziegelmeyer,United States,American speed skaters
Hernán Crespo,Argentina,Argentine footballer
Huang Junxia,,Field hockey player
Huh Young-Sook,,Olympic handball player
Hwang Jong-Hyun,,Field hockey player
Ibrahim Rojas,,Canoe racer
Igor Hinić,Croatia,Croatian water polo player
Imke Duplitzer,Germany,Fencer
Charmaine Howell,,Athletics (sport) competitor
Chen Zhaoxia,,Field hockey player
Christie Rampone,United States,American soccer player
Claudia Blasberg,,Rower
Salvatore Sanzo,Italy,Fencer
Sandra Kiriasis,Germany,Bobsledder
Scott Miller (swimmer),Australia,Swimmer
Adam Deadmarsh,Canada,American ice hockey player
Adam Nelson,Georgia,American shot putter
Aigars Fadejevs,,Athletics (sport) competitor
Carla Boyd,,Basketball player
Damien Touya,France,Fencer
Katherine Grainger,United Kingdom,Rower
Katie King-Crowley,United States,American ice hockey player
Katie Mactier,Australia,Australian racing cyclist
Kazuyoshi Funaki,Japan,Japanese ski jumper
Kim Eun-Mi,,Handball player
Kim Jeong-Mi,,Handball player
Kimmo Timonen,Finland,Ice hockey player
Şeref Eroğlu,Turkey,Olympic wrestler
Ionela Târlea,Romania,Romanian hurdler and sprinter
Iryna Lishchynska,,Athletics (sport) competitor
Ivan Tsikhan,Belarus,Belarusian hammer thrower
Teun de Nooijer,,Field hockey player
Todd Lodwick,United States,American Nordic combined skier
Lu Li,China,Chinese Gymnast
Gretha Smit,Netherlands,Speed skater
Hadi Soua'an Al-Somaily,,Athletics (sport) competitor
Xabier Fernández,Ecuador,Sailor
Xavier Ribas,,Field hockey player
Yang Yang (A),China,Short track speed skater
Ylva Lindberg,Sweden,Swedish ice hockey player
Yoanka González,Cuba,Racing cyclist
Yuliya Chepalova,,Cross-country skier
Gábor Balogh,Hungary,NULL
Gavin Fingleson,South Africa,Baseball player
Gaydarbek Gaydarbekov,Soviet Union,Boxer
Petar Merkov,,Canoe racer
Denis Šefik,,Water polo player
Denys Sylantyev,Ukraine,Swimmer
Dimosthenis Tampakos,,Gymnast
Dmitry Dorofeyev,,Speed skater
Doriane Vidal,,Snowboarder
Rodolfo Rombaldoni,,Basketball player
Roman Yakovlev,Russia,Russian volleyball player
Michele Frangilli,,Archer
Miho Takeda,,Synchronized swimmer
Minna Nieminen,,Rower
Torsten Jansen,,Handball player
Valentina Popova,,Weightlifter
Valerie Fleming,,Bobsledder
Valerie Viehoff,Germany,Olympic rower
Valerio Vermiglio,Italy,Italian Volleyball player
Simmone Morrow,,Softball player
Hedda Berntsen,,Freestyle skier
Helen Denman,,Swimmer
Ko Lai Chak,,Table tennis player
Kristina Groves,United States,Canadian speed skater
Lars Conrad,Germany,Swimmer
Laurie Baker (ice hockey),United States,American ice hockey player
Layne Beaubien,,United States water polo player
Manuela Kormann,,Curler
Marcelo Gallardo,Argentina,Football player and manager
Marko Kemppainen,,Sport shooter
Jake Wetzel,,Rower
Jan-Olaf Immel,,Handball player
Jang Yong-Ho,,Archer
Jeļena Rubļevska,Latvia,Latvian modern pentathlete
Eduard Gritsun,Soviet Union,Russian racing cyclist
Eirik Verås Larsen,,Canoe racer
Juri Takayama,,Softball player
Angela Kennedy,,Swimmer
Anita Kulcsár,Hungary,Hungarian handball player
Anita Nall,United States,American swimmer Olympic gold medalist former world record-holder
Anton Sikharulidze,United States,Russian pair skater
Olaf Tufte,,Rower
Olga Potachova,,Volleyball player
Oxana Romenskaya,,Handball player
Rachael Taylor (rower),Australia,Rower
Rachel Komisarz,United States,American swimmer Olympic gold medalist
Rainer Schüttler,Germany,German tennis player
Renate Groenewold,Netherlands,Speed skater and racing cyclist
Alastair Gordon,,Rower
Albina Akhatova,,Biathlete
Aleksandra Korukovets,,Volleyball player
Aleksey Kazakov,,Volleyball player
Alexei Nemov,,Gymnast
Alexei Seliverstov,,Bobsledder
Sylvia Karres,,Field hockey player
Tami Kiuru,,Ski jumper
Tang Chunling,,Field hockey player
Tania Vicent,France,Short track speed skater
Tatiana Gutsu,United States,Gymnast
Tatyana Lebedeva,Russia,Russian triple jumper and long jumper
Daniel Jędraszko,Poland,Polish canoeist
Daniel Mesotitsch,Austria,Austrian biathlete
Danilo Ikodinović,Serbia,Water polo player
Debbie Ferguson-McKenzie,,Athletics (sport) competitor
Deborah Gelisio,Italy,Italian shooter
Glen Loftus,,Rower
Miyo Yamada,,Olympic softball player
Mukhtarkhan Dildabekov,Kazakhstan,Boxer
Björn Bach,,Canoe racer
Bob de Jong,Netherlands,Dutch speed skater
Bradley McGee,Australia,Racing cyclist
Céline Lebrun,,Judoka
Vanda Hădărean,Romania,Gymnast
Vasileios Polymeros,,Rower
Vic Wunderle,United States,American archer
Viola Bauer,,Cross-country skier
Jens Arne Svartedal,,Cross-country skier
Jens Kruppa,Germany,Swimmer
Jeremy Wotherspoon,Saskatchewan,Speed skater
Jochem Uytdehaage,Netherlands,Speed skater
Alireza Rezaei,,Olympic wrestler
André Florschütz,Germany,Luger
Liu Guoliang,China,Table tennis player
Liu Limin,China,Olympic swimmer of China
Lorenzo Carboncini,Italy,Rower
Felix Gottwald,Austria,Austrian Nordic combined skier
Frédéric Dufour,,Rower
Frank von Behren,,Handball player
Martina Moravcová,Slovakia,Swimmer
Matt Welsh,Australia,Australian swimmer
Megan Dirkmaat,Mali,Olympic medalist in rowing
Megan Jones,Australia,Australian equestrian
Neil Walker (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Hrysopiyi Devetzi,Greece,Greek triple jumper
Huang Chih-hsiung,Taiwan,Taekwondo practitioner
Chris Drury,United States,American ice hockey player
Chris Hoy,United Kingdom,A British and Scottish track cyclist
Christoph Sumann,Austria,Austrian biathlete
Sander van der Weide,Netherlands,Dutch field hockey player
Sara Renner,United States,Cross-country skier
Sarah Tueting,United States,American ice hockey player
Adam Pine,Australia,Australian swimmer
Carlos Jiménez,Spain,Spanish basketball player
Carolina Pascual,,Gymnast
Cecilia Rognoni,Argentina,Field hockey player
Chantal de Bruijn,,Field hockey player
Coby Miller,United States,Athletics (sport) competitor
Craig Lewis (baseball),,Baseball player
Danel Castro,,Baseball player
Kasia Kulesza,,Synchronized swimmer
Katalin Kovács,Hungary,Canoe racer
Kate Markgraf,United States,Soccer player
Kati Wilhelm,Germany,German cross-country skier and biathlete
Éric Bédard,Quebec,Canadian short-track speed skater
Ismael Ruiz,Spain,Spanish footballer
Ivelina Taleva,Bulgaria,Bulgarian rhythmic gymnast
Elisavet Mystakidou,,Taekwondo practitioner
Therese Alshammar,Sweden,Swimmer
Thomas Rupprath,Germany,Swimmer
Tobias Angerer,,Cross-country skier
Todd Pearson,Australia,Australian swimmer
Tom Poti,United States,American ice hockey player
Luciana Aymar,Argentina,Field hockey player
Lukáš Bauer,Czechoslovakia,Cross-country skier
Magomed Aripgadjiev,Belarus,Boxer
Glory Alozie,Nigeria,Nigerian/Spanish sprinter and hurdler
Xu Nannan,China,Chinese freestyle skier
Yang Yang (S),China,Short track speed skater
Yelena Godina,Russia,Volleyball player
Yuliya Pakhalina,Russia,Diver
Yusup Abdusalomov,,Wrestler
Zhang Jinjing,,Olympic gymnast
Zsolt Nemcsik,Hungary,Fencer
Gábor Boczkó,Hungary,Fencer
Gail Emms,England,Retired English badminton player
Gemma Mengual,,Synchronized swimmer
Patrick Dwyer (athlete),Australia,Australian sprinter
Paweł Baraszkiewicz,Poland,Polish canoeist
Diana Romagnoli,Switzerland,Fencer
Dina Kochetkova,,Gymnast
Dirk Lippits,,Rower
Dmitri Dashinski,Belarus,Freestyle skier
Roman Balashov,,Water polo player
Roman Ivanovsky,Russia,Swimmer
Ronny Ackermann,Germany,Skier
Rozalia Galiyeva,,Gymnast
Ryan Mitchell,,Racing driver
Michael Klim,Australia,Swimmer
Michal Riszdorfer,,Canoe racer
Michele Antonioli,,Short-track speed skater
Michelle Burgher,,Athletics (sport) competitor
Miguel Ángel Angulo,Spain,Spanish footballer
Minke Booij,,Field hockey player
Toni Lydman,Finland,Ice hockey player
Toni Velamazán,Spain,Spanish footballer
Tonya Verbeek,Canada,Olympic wrestler
Torsten Wustlich,Germany,Luger
Unai Vergara,Spain,Spanish footballer
Sebastian Bea,United States,Rower
Sergey Ulegin,,Canoe racer
Shauna Rohbock,,Bobsledder
Simone Raineri,Italy,Italian sculler Olympic gold 2000 quad sculls
Stacy Sykora,,Volleyball player
He Ying,,Archer
Konstantin Ushkov,Russia,Swimmer
Kosuke Fukudome,Japan,Japanese baseball player
Kristina Šmigun-Vähi,Estonia,Estonian cross-country skier
Lü Bin (swimmer),,Swimmer
María de la Paz Hernández,Argentina,Field hockey player
