Name,Nationality,Sport
Edward Ives (rower),United States,Former American Olympic rower
Ekkhard Schmidt-Opper,,Olympic medalist
Arto Ruotanen,Finland,Ice Hockey
Barry Davis (amateur wrestler),,Olympic wrestler
Anthony Lovrich,,Rower
Pål Gunnar Mikkelsplass,Norway,Cross-country skier
Radmila Savić,,Handball
Ria Visser,Netherlands,Dutch speed skater sports journalist and television presenter
Petr Málek,,Sport shooter
Al Lawrence (athlete),,Athletics (sport) competitor
Aleksandr Dumchev,Soviet Union,Soviet rower
Robert Berland,United States,Judoka
Svetlana Demina,,Sport shooter
Dave Hannan,Canada,Ice Hockey
Dave Tippett,Canada,Ice Hockey
Gina Torrealva,,Volleyball
Brian Orser,United States,Retired Canadian professional figure skater
Veniamin But,Soviet Union,Soviet rower
Viktor Kuznetsov (swimmer),,Swimmer
Vladimir Shestakov,Soviet Union,Judoka
Jeanne Beauprey,United States,Volleyball
Andrea Heim,Germany,Volleyball
Andrew Sudduth,,Rower
Lee Sang-Hyo,,Handball
Lo Chen-Jung,,Baseball player
Frank Beck (fencer),Germany,German fencer
Matt Ghaffari,Iran,Olympic wrestler professional wrestler
Mauro Galvão,Brazil,Brazilian football player/manager
Howard Burnett (athlete),,Athletics (sport) competitor
Salvatore Todisco,,Boxer
Sarah Glaser,United States,Sailor
Agneta Mårtensson,,Swimmer
Willie de Wit,,Lawyer and boxer
Kelly Kryczka,Canada,Canadian synchronized swimmer
Erik Hajas,,Handball
Thomas Gerull,Germany,Fencer
Tina Gustafsson,,Swimmer
Todd Bennett,United Kingdom,British athlete
Guillaume LeBlanc,Canada,Athletics (sport) competitor
Yoshihiro Kitazawa,,Speed skater
Zenon Jaskuła,Poland,Road racing cyclist
Zhou Peishun,China,Chinese weightlifter
Zoran Čutura,Croatia,Basketball
Peter Elliott (athlete),England,Athletics (sport) competitor
Rolf-Göran Bengtsson,Sweden,Swedish show jumper
Michele Mitchell,United States,Diver
Mike Whitmarsh,United States,Volleyball
Uwe Messerschmidt,Germany,German racing cyclist
Sergio Casal,Spain,Spanish tennis player
Stepan Sarkisyan,Armenia,Olympic wrestler
Heidi Sundal,,Handball
Heike Lehmann,Germany,Volleyball
Helena Peterson,Sweden,Swedish swimmer
Lázaro Martínez,,Athletics (sport) competitor
Lazaro Valle,,Baseball player
Marc Meiling,,Judoka
Maria Paula Silva,,Basketball
Marit Söderström,Sweden,Swedish Sailor
Mark Leduc,,Boxer
Jane Tregunno,Canada,Rower
Kalle Sundqvist,,Canoe racer
Arne Nielsson,,Canoe racer
Arnold Jonke,,Rower
Péter Abay,Hungary,Fencer
Raimonds Vilde,Latvia,Volleyball
Phil Brown (athlete),United Kingdom,British athlete
Primož Ulaga,,Ski jumper
Robert Molle,Canada,Olympic wrestler and Canadian football player
Georgeta Gabor,Romania,Gymnast
Morgan Reeser,United States,Sailor
Natalya Bochina,,Athletics (sport) competitor
Benno Wiss,Switzerland,Swiss racing cyclist
Brian Tutt,Canada,Ice Hockey
Brigitte Oertli,Alps,Alpine skier
Vasile Năstase,,Rower
Vetle Vinje,,Rower
Wally Schreiber,,Ice Hockey
Jeffrey Campbell (water polo),,Water polo player
Jill Henselwood,Canada,Canadian show jumper
Jim Doehring,,Athletics (sport) competitor
Andrés Jiménez Fernández,,Basketball
Andrey Vasilyev,Soviet Union,Soviet rower
Leslie Deniz,Poland,Athletics (sport) competitor Discus Thrower Police officer and instructor
Fernando Martín Espina,Spain,Basketball
Nixon Kiprotich,,Athletics (sport) competitor
Nurfitriyana Saiman,,Archer
Charmaine Crooks,Jamaica,Canadian sprinter and middle distance runner
Chen Chi-Hsin,,Baseball player
Chris Chelios,United States,Ice Hockey
Christian Schliemann,Germany,Field hockey
Christopher Penny,United States,Former American Olympic rower.
Sandra Farmer-Patrick,,Athletics (sport) competitor
Cecilia Tait,United States,Volleyball
Warren Birmingham,,Field hockey
William Baylis,,Sailor
José Carlos da Costa Araújo,Brazil,Brazilian footballer
Kevin Mahaney,,Sailor
Kim Mi-Sook,,Handball
Isabelle Duchesnay,Canada,Figure skater
Iveta Šranková,,Olympic medalist
Thomas Bohrer,United States,Olympic rower
Luca Devoti,,Sailor
Luiz Carlos Winck,Brazil,Brazilian footballer
Grant Davies,Australia,Australian canoer
Guillermo Betancourt,,Fencer
Han Hwa-Soo,,Handball
Wu Shih-Hsih,Taiwan,Taiwanese baseball player
Yaroslav Antonov,Soviet Union,Volleyball
Yoon Byung-Soon,,Handball
Gabriel Tiacoh,,Athletics (sport) competitor
Penny Vilagos,,Synchronized swimmer
Doug Kern,,Sailor
Mihaela Armăşescu,Romania,Olympic rower of Romania
Mike Powell (athlete),United States,Athletics (sport) competitor long jumper
Tony Dees,,Athletics (sport) competitor
Torsten Voss,Germany,Bobsledder
Sergey Kirsanov,Soviet Union,Canoe racer
Sharon Hambrook,,Synchronized swimmer
Simo Saarinen,Finland,Ice Hockey
Stefan Höck,Germany,German biathlete
Helen Jameson,,Swimmer
Helena Blach Lavrsen,,Curler
Hella Roth,,Olympic medalist
Kirk Baptiste,,Athletics (sport) competitor
Koh Suk-Chang,,Handball
Lai Runming,,Weightlifter
Lars Bjønness,,Rower
Mara Lakić,,Basketball
Marc Girardelli,Austria,Alpine skier
Jan Ykema,Netherlands,Dutch speed skater
Douglas Wakiihuri,,Athletics (sport) competitor
Dunga,Brazil,Brazilian football player and manager
John Bestall,,Field hockey
Askari Mohammadian,,Olympic wrestler
Barbara Armbrust,Canada,Olympic rower of Canada
Ann Osgerby,,Swimmer
Raymond Stevens (judoka),United Kingdom,Judoka
Piotr Stępień,Poland,Olympic wrestler Polish sport wrestler
Daniel Ramseier,,Olympic medalist in equestrian
Danko Cvjetićanin,Yugoslavia,Basketball
David Izonritei,Nigeria,Boxer
Bernd Gröne,Germany,German racing cyclist
Brian Ledbetter,United States,Sailor
Bruce Kimball,,Diver
Vicky Vilagos,,Synchronized swimmer
Jim Brady (sailor),,Sailor
Joaquim Malgosa,Spain,Field hockey
Aloísio Pires Alves,Brazil,Brazilian football player/manager
Leslie Egnot,,Sailor
Li Huifen,,Table tennis player
Igor Lapshin,,Athletics (sport) competitor
Igor Runov,Russia,Volleyball
Chidi Imoh,Nigeria,Nigerian sprinter
Chris Kontos,Canada,Ice Hockey
Christoph Zerbst,Austria,Austrian rower
Camelia Diaconescu,,Rower
Charles Simpkins,,Athletics (sport) competitor
Cornelia Polit,,Swimmer
Dagmar Bremer,,Olympic medalist
Kevin Asano,United States,Judoka
Kimberley Ruddins,United States,Volleyball
Ingrid Haringa,Netherlands,Dutch speed skater and racing cyclist
Elles Voskes,,Swimmer
Emilia Eberle,Romania,Romanian gymnast
Thomas Reck,,Olympic medalist
Luisa Cervera,,Volleyball
Magnus Wislander,,Handball
Graham Reid,,Field hockey
Greg Best,United States,Equestrian
Guan Weizhen,,Badminton player
Yoon Soo-Kyung,,Handball
Gabriela Schöwe,,Olympic medalist
Patrick Sang,,Athletics (sport) competitor
Paul Wylie,United States,American figure skater
Per Sætersdal,,Rower
Denean Howard,,Athletics (sport) competitor sprinter 400 metres runner
Denisse Fajardo,United States,Volleyball
Desi Reijers,,Swimmer
Diane Dixon,United States,Athletics (sport) competitor 400 metres
Dirk Brinkmann,,Field hockey
Domenico Semeraro,,Bobsledder
Rosa García,United States,Volleyball
Rosalynn Sumners,,Figure skater
Rozalia Oros,Romania,Fencer
Sérgio Luís Donizetti,Brazil,Brazilian footballer
Michael Anti (sport shooter),,Sport shooter
Valdo Filho,Brazil,Brazilian footballer
Sergei Nemchinov,Soviet Union,Ice Hockey
Shin Young-Suk,,Handball
Silke Möller,Germany,German sprinter
Staffan Olsson,,Handball
Stefan Topurov,,Weightlifter
Larisa Peleshenko,,Athletics (sport) competitor
Marcel Rohner (bobsleigh),Switzerland,Swiss bobsledder
Marina Cherkasova,Soviet Union,Russian pair skater
Marion Clignet,United States,Racing cyclist
Janusz Olech,Poland,Polish fencer
Javier Méndez,,Baseball player
Dumitriţa Turner,,Gymnast
Eddy Hartono,,Badminton player
John Kostecki,United States,American sailor and Olympic silver medallist.
Jutta Niehaus,Germany,German racing cyclist
Beate Deininger,,Olympic medalist
Annapia Gandolfi,Italy,Fencer
Ola Lindgren,,Handball
Olga Bogoslovskaya,,Athletics (sport) competitor
Park Do-Hun,,Handball
Park Young-Dae,,Handball
Radka Stoyanova,Bulgaria,Rower
Reijo Mikkolainen,Finland,Ice Hockey
Ricardo Gomes,Brazil,Brazilian football player/manager
Phil Housley,United States,Ice Hockey
Pierre-Marie Deloof,,Rower
Aleksandar Khristov,Bulgaria,Boxer
Stojko Vranković,Yugoslavia,Basketball
Sven Loll,Germany,German judoka
Sybille Schönrock,,Swimmer
Tatjana Mittermayer,Germany,Freestyle skier
Dave Boyes,,Rower
Gloria Siebert,Germany,German hurdler
Natalia Málaga,,Volleyball
Natalya Shikolenko,Belarus,Belarusian javelin thrower
Brett Hull,Canada,Ice Hockey
Vasile Tomoiagă,,Rower
Virgil Hill,United States,Boxer
Jeong Hyoi-Soon,,Handball
Jiří Rohan,Czech Republic,Canoe racer
An Young-Su,,Boxer
Andreas Mollandin,,Olympic medalist
Lee Young-Ja,,Handball
Frédéric Delcourt,France,French international swimmer Olympic silver medalist
Francisco Boza,,Sport shooter
Frank Baltrusch,Germany,Swimmer
Martin Vinnicombe,Australia,Australian cyclist
Nicolas Berthelot,,Sport shooter
Carol Feeney,United States,Olympic medalists in rowing
Carole Merle,Alps,Alpine skier
Carsten Wolf,Germany,German racing cyclist
Cynthia Woodhead,United States,American swimmer Olympic silver medalist world champion former world record-holder
Daniel Aceves,,Wrestler
Jordi Arrese,Spain,Spanish tennis player
Jorginho,Brazil,Brazilian footballer and manager
Josep Picó,,Water polo player
Karen Straker,United Kingdom,Olympic medalists in equestrian
Kari Laitinen,Finland,Ice Hockey
Karin Pettersen,,Handball
Inna Frolova,Ukraine,Ukrainian rower
József Navarrete,Cuba,Fencer
Jüri Jaanson,,Rower
Elizabeth Manley,United States,Figure skater
Elizabeth McIntyre,,Freestyle skier
Emilio Sánchez,Spain,Tennis player
Erik Bjørkum,,Sailor
Erik Johnsen,Norway,Norwegian ski jumper
Luca Cantagalli,,Volleyball
Lucia Traversa,Italy,Fencer
Lucinda Fredericks,,Equestrian
Greg Fasala,Australia,Australian swimmer
Greg Meghoo,,Athletics (sport) competitor
Yumiko Shige,,Sailor
Yuri Sapega,Soviet Union,Volleyball
Peter Konyegwachie,,Boxer
Rodica Dunca,Romania,Gymnast
Rolf Sørensen,Denmark,Road bicycle racer
Michel Ansermet,,Sport shooter
Miloslav Bednařík,Czechoslovakia,Sport shooter
Ueli Bodenmann,,Olympic rower
Valeri Kiriyenko,Russia,Russian biathlete
Shelagh Donohoe,United States,Olympic medalist in rowing
Solveig Pedersen,,Cross-country skier
Stacy Wilson,Canada,Ice Hockey
Harri Koskela,Finland,Olympic wrestler
Helena Suková,Czechoslovakia,Tennis player
László Fidel,,Canoe racer
Lalka Berberova,Bulgaria,Rower
Laurent Boudouani,France,Boxer
Manuel Silvestre,,Water polo player
Marianne Dahlmo,,Cross-country skier
Edwin Benne,,Volleyball
Egerton Marcus,,Boxer
Atsuya Furuta,Japan,Baseball player
Annelies Bredael,Belgium,rower
Aramis Naglić,Croatia,Basketball
Oh Young-Ki,,Handball
Pascal Tayot,,Judoka
Radion Gataullin,Soviet Union,Russian pole vaulter
Randy Smith (ice hockey),Canada,Ice Hockey
Ray Stewart (athlete),Jamaica,Athletics (sport) competitor
Reto Götschi,,Bobsledder
Ricardo Prado,Brazil,Swimmer
Sui Xinmei,,Athletics (sport) competitor
Susan Rapp,United States,American swimmer Olympic silver medalist
Susie Wollschläger,Germany,Field hockey
Sven Lodziewski,,Swimmer
Svetlana Paramygina,Belarus,Belarus biathlete
Evgeni Krasilnikov,Russia,Volleyball
Fabian Joseph,Canada,Ice Hockey
Danielle Woodward,Australia,Australian canoeist
Danny Harris,,Athletics (sport) competitor hurdler
David Wansbrough,,Field hockey
German Titov (ice hockey),Soviet Union,Ice Hockey
Bernhard Gstrein,Alps,Alpine skier
Bertalan Hajtós,,Judoka
Birgitta Bengtsson,,Sailor
Brian Walton (cyclist),Canada,Canadian racing cyclist
Velimir Perasović,Yugoslavia,Basketball
Violeta Szekely,Romania,Romanian middle-distance runner
Jillian Richardson,Canada,Canadian sprinter
Andrea Zorzi,Italy,Volleyball
Lee Soon-Ei,,Handball
Lindsay Burns,Bulgaria,American rower
Lo Kuo-Chong,Taiwan,Baseball player
Franjo Arapović,Croatia,Basketball
Martin Teffer,,Volleyball
Martin van der Horst,,Volleyball
Masahiko Mori,Japan,Olympic baseball player
Nikolai Kovsh,Soviet Union,Soviet racing cyclist
Nurmagomed Shanavazov,Soviet Union,Boxer
Huang Zhihong,,Athletics (sport) competitor
Ilario Di Buò,,Archer
Choi Suk-Jae,,Handball
Christian Frederiksen,,Canoe racer
Agneta Eriksson,,Swimmer
Cenaida Uribe,Peru,Volleyball
Chang Yaw-Teing,,Baseball player
Craig Klass,,Water polo player
Cynthia Eckert,United States,Olympic medalist in rowing
Jorge Luis da Silva Brum,Brazil,Brazilian footballer
Ingrid Haralamow,,Canoe racer
Ioan Snep,,Rower
Irina Khabarova,,Athletics (sport) competitor
Ismo Falck,,Archer
József Csák,,Judoka
Elliot Bunney,United Kingdom,British athlete
Lyudmila Rogachova,,Athletics (sport) competitor
Magnus Andersson (handballer),Sweden,Handball
Gord Hynes,Canada,Ice Hockey
Wojciech Kurpiewski,Poland,Polish canoeist
Yoko Tanabe,,Judoka
Yoon Hyun,,Olympic judoka
Yuri Cherednik,Romania,Volleyball
Zdravko Radulović,Yugoslavia,Basketball
Zeke Jones,,Olympic wrestler
Zoran Savić,Yugoslavia,Basketball
Gabriel Pierre,,Baseball player
Patrik Liljestrand,,Handball
Romário,Brazil,Brazilian footballer and manager
Ronald Zoodsma,Netherlands,Volleyball
Rudy Gunawan,Indonesia,Badminton player
Michel Daignault,,Short-track speed skater
Mike Richter,United States,Ice Hockey
Tommy Werner,Sweden,Swimmer
Tracee Talavera,,Gymnast
Tracey McFarlane,United States,American swimmer Olympic silver medalist
Trine Qvist,,Curler
Trude Dybendahl,,Cross-country skier
Tsai Ming-Hung,,Baseball player
Urs Kälin,Alps,Alpine skier
Sergey Syrtsov,Soviet Union,Weightlifter
Shui Qingxia,,Association football player
Siri Eftedal,,Handball
Stephen Bourdow,,Sailor
Heike Warnicke,Germany,Speed skater
Helmut Mayer,Alps,Alpine skier
LaVonna Martin,,Athletics (sport) competitor
Marco Antonio González,,Water polo player
Markku Uusipaavalniemi,Finland,Curler and politician
Markus Gandler,,Cross-country skier
Elena Bechke,Soviet Union,Russian pair skater
Judy Diduck,Canada,Ice Hockey
Jure Zdovc,Yugoslavia,Basketball
Attila Adrovicz,,Canoe racer
Beat Schwerzmann,,Rower
Ole Petter Pollen,,Sailor
Oscar Barrena,,Field hockey
Philippe LaRoche,,Freestyle skier
Pierre Thorsson,,Handball
Robert Hedin,,Handball
Roberto Sensini,Argentina,Argentine footballer and manager
Sun Qingmei,,Association football player
Teresa Bell (rower),,Rower
David Wharton,United States,American swimmer Olympic silver medalist former world record-holder
George Scott (boxer),,Boxer
Benny Nielsen,,Swimmer
Betsy Mitchell,United States,American swimmer rower Olympic silver medalist former world record-holder
Valter Molea,United States,Rower
Viktor Denisov,Soviet Union,Canoe racer
Alison Sydor,Canada,Canadian racing cyclist
Andrei Kuznetsov (volleyball),Ukraine,Volleyball
Andrew Landenberger,,Sailor
Li Lingjuan,,Archer
Matjaž Zupan,Slovenia,Slovenian ski jumper
Mazinho,Brazil,Brazilian footballer and manager
Neil Broad,South Africa,British tennis player
Neto (footballer),Brazil,Brazilian footballer
Noh Hyun-Suk,,Handball
Nong Qunhua,,Badminton player
Ian Barker (sailor),United Kingdom,Sailor
Ignacio Cobos,,Field hockey
Igor Nagayev,Soviet Union,Canoe racer
Igor Trandenkov,Russia,Russian pole vaulter
Imelda Chiappa,Italy,Italian racing cyclist
Chen Wei-Chen,,Baseball player
Cláudio Taffarel,Brazil,Brazilian football player/coach
Sandy Goss,Canada,All-American college swimmer Canadian international swimmer Olympic silver medalist
Csaba Köves,Hungary,Fencer
Daishin Nakamura,Japan,Olympic baseball player
John Mykkanen,United States,American swimmer Olympic silver medalist
Karen Phillips,,Swimmer
Ken Lovsin,Canada,Ice Hockey
Kenjiro Nomura,Japan,Baseball player
Žarko Paspalj,Yugoslavia,Basketball
Ingeburg Schwerzmann,,Rower
Ingo Steinhöfel,,Weightlifter
Ingrid Steen,,Handball
Iulia Bobeică,,Rower
Estela Rodríguez,,Judoka
Eva Hagenbäumer,,Field hockey
Thomas Zander,Germany,German sport wrestler
Tino Vegar,,Water polo player
Todd Brost,Canada,Ice Hockey
Mônica Rodrigues,Brazil,Volleyball
Maciej Freimut,Poland,Polish canoeist
Magnus Cato,,Handball
Graeme Lloyd,Australia,Baseball player
Greg Parks,Canada,Ice Hockey
Héctor López (boxer),Mexico,Mexican boxer
Hanne Hogness,,Handball
Yael Arad,Israel,Judoka
Zhong Honglian,China,Chinese footballer
Gao Hong (footballer),,Association footballer
Patrick Manning (rower),United States,Olympic medalist in rowing
Derek Mayer,Canada,Ice Hockey
Dino Rađa,Yugoslavia,Basketball
Doina Robu,,Rower
Mike Harris (curler),Canada,curler
Mikhail Shchennikov,,Athletics (sport) competitor
Townsend Saunders,United States,Olympic wrestler
Václav Chalupa,,Rower
Valentin Robu,,Rower
Simon Burgess,,Olympic medalist in rowing
Simone Greiner-Petter-Memm,Germany,German biathlete
Slavomír Kňazovický,,Canoe racer
Sonja Johnson,,Equestrian
Koichi Morishita,Japan,Japanese long-distance runner
Marina Trandenkova,Russia,Russian sprinter
Mario Streit,,Rower
Mark Covell,Scotland,Scottish sailor
Mark Lackie,,Short track speed skater
Jason Morris,,Judoka
Jean-François Di Martino,France,Fencer
John C. Lovell,,Sailor
Judit Simics,Hungary,Handball
Axel Kühn,Germany,Bobsledder
Axel Sjöblad,,Handball
Anke Wild,Germany,Field hockey
Arnaldo Mesa,Cuba,Boxer
Raúl González (boxer),,Boxer
Razija Mujanović,,Basketball
Aleksandar Đorđević,Yugoslavia,Basketball
Aleksandr Motuzenko,Soviet Union,Canoe racer
Roberto Hernández (athlete),Cuba,Cuban sprinter
Svetlana Fedotkina,,Speed skater
Dean Evans (field hockey),,Field hockey
George Karrys,United States,Curler
Natasha Kaiser-Brown,,Athletics (sport) competitor
Berit Digre,,Handball
Viorica Lepădatu,Romania,Olympic Rower
Vladan Alanović,Croatia,Basketball
Wang Kuang-Shih,,Baseball player
Alicia Kinoshita,,Sailor
Liu Ailing,,Association football player
France Gareau,,Athletics (sport) competitor
